no,rank,character,animeography,mangaography,favorites
365,365,"Leonhart, Annie","['Shingeki no Kyojin Movie 2: Jiyuu no Tsubasa', 'Shingeki no Kyojin: Lost Girls', 'Shingeki no Kyojin']","['Shingeki no Kyojin: Lost Girls', 'Shingeki no Kyojin: Lost Girls', 'Shingeki no Kyojin']",5096
366,366,Jibril,"['No Game No Life', 'No Game No Life Specials', 'No Game No Life: Zero']","['No Game No Life', 'No Game No Life', 'No Game No Life, desu!']",5091
367,367,"Hawkeye, Riza","['Fullmetal Alchemist', 'Fullmetal Alchemist: The Conqueror of Shamballa', 'Fullmetal Alchemist: Reflections']","['Fullmetal Alchemist', 'Fullmetal Alchemist']",5080
368,368,"Matsuno, Chifuyu",['Tokyo Revengers'],['Tokyo卍Revengers'],5064
369,369,"Tachibana, Rui",['Domestic na Kanojo'],['Domestic na Kanojo'],5013
370,370,"Hibari, Kyouya","['Katekyo Hitman Reborn!', 'Katekyo Hitman Reborn! Vongola Family Soutoujou! Vongola Shiki Shuugakuryokou, Kuru!!', 'Katekyo Hitman Reborn!: Mr. Rebokku no Ciao Ciao Interview']","['Katekyo Hitman Reborn!', 'Katekyo Hitman Reborn! Secret Bullet']",5000
371,371,"von Lohengramm, Reinhard","['Ginga Eiyuu Densetsu', 'Ginga Eiyuu Densetsu: Waga Yuku wa Hoshi no Taikai', 'Ginga Eiyuu Densetsu Gaiden: Ougon no Tsubasa']","['Ginga Eiyuu Densetsu', 'Ginga Eiyuu Densetsu', 'Legend of Galactic Heroes Gaiden: Golden Wings']",4986
372,372,"Break, Xerxes","['Pandora Hearts', 'Pandora Hearts Omake']","['Pandora Hearts', 'Pandora Hearts: Caucus Race', 'Gilbert in Wonderland']",4974
373,373,"Kakyouin, Noriaki","['JoJo no Kimyou na Bouken: Adventure', 'JoJo no Kimyou na Bouken', 'JoJo no Kimyou na Bouken Part 3: Stardust Crusaders']","['JoJo no Kimyou na Bouken Part 3: Stardust Crusaders', 'JoJo no Kimyou na Bouken', ""JoJo's Bizarre Adventure: Over Heaven""]",4973
374,374,"Le Blanc de La Vallière, Louise Françoise","['Zero no Tsukaima', 'Zero no Tsukaima: Futatsuki no Kishi', 'Zero no Tsukaima: Princesses no Rondo']","['Zero no Tsukaima', 'Zero no Tsukaima', 'Zero no Chukaima: Youchien nano!']",4970
375,375,"Kinomoto, Sakura","['Cardcaptor Sakura', 'Cardcaptor Sakura Movie 1', 'Cardcaptor Sakura Movie 2: Fuuin Sareta Card']","['Cardcaptor Sakura', 'Cardcaptor Sakura Extras', 'Cardcaptor Sakura: Clear Card-hen']",4954
376,376,"Sawabe, Tsubaki","['Shigatsu wa Kimi no Uso', 'Shigatsu wa Kimi no Uso: Moments']","['Shigatsu wa Kimi no Uso', 'Shigatsu wa Kimi no Uso: Coda']",4914
377,377,"Tachibana, Makoto","['Free!', 'Free!: FrFr - Short Movie', 'Free!: Eternal Summer']","['High☆Speed!', 'High☆Speed!']",4897
378,378,Jin,['Samurai Champloo'],['Samurai Champloo'],4877
379,379,"Kanbaru, Suruga","['Bakemonogatari', 'Hanamonogatari', 'Owarimonogatari']","['Monogatari Series: First Season', 'Monogatari Series: Second Season', 'Bakemonogatari Short Stories']",4871
380,380,Morgiana,"['Magi: The Labyrinth of Magic', 'Magi: The Kingdom of Magic']",['Magi'],4857
381,381,"Nakahara, Misaki",['NHK ni Youkoso!'],['NHK ni Youkoso!'],4845
382,382,"Ichihara, Yuuko","['xxxHOLiC Movie: Manatsu no Yoru no Yume', 'xxxHOLiC', 'xxxHOLiC: Kei']","['xxxHOLiC', 'Clamp in Wonderland EX', 'xxxHOLiC: AnotherHOLiC']",4845
383,383,"Mercury, Rory","['Gate: Jieitai Kanochi nite, Kaku Tatakaeri', 'Gate: Jieitai Kanochi nite, Kaku Tatakaeri 2nd Season']","['Gate: Jieitai Kanochi nite, Kaku Tatakaeri', 'Gate: Jieitai Kanochi nite, Kaku Tatakaeri', 'Gate! Yonkoma']",4840
384,384,"Toga, Himiko","['Boku no Hero Academia 2nd Season', 'Boku no Hero Academia 3rd Season', 'Boku no Hero Academia 4th Season']",['Boku no Hero Academia'],4820
385,385,"Haruno, Sakura","['Naruto', 'Naruto Movie 1: Dai Katsugeki!! Yuki Hime Shinobu Houjou Dattebayo!', 'Naruto: Takigakure no Shitou - Ore ga Eiyuu Dattebayo!']","['Naruto', 'Naruto Hiden Series', 'Rock Lee no Seishun Full-Power Ninden']",4811
386,386,Shiroe,"['Log Horizon', 'Imanara Maniau! Log Horizon', 'Log Horizon 2nd Season']","['Log Horizon', 'Log Horizon', 'Log Horizon Gaiden: Honey Moon Logs']",4808
387,387,"Amane, Misa","['Death Note', 'Death Note: Rewrite']",['Death Note'],4784
388,388,"Asui, Tsuyu","['Boku no Hero Academia: Training of the Dead', 'Boku no Hero Academia', 'Boku no Hero Academia 2nd Season']","['Boku no Hero Academia', 'Boku no Hero Academia Smash!']",4767
389,389,"Nakano, Yotsuba","['5-toubun no Hanayome', '5-toubun no Hanayome ∬', '5-toubun no Hanayome Movie']",['5-toubun no Hanayome'],4766
390,390,"Shirogane, Miyuki","['Kaguya-sama wa Kokurasetai: Tensai-tachi no Renai Zunousen', 'Kaguya-sama wa Kokurasetai?: Tensai-tachi no Renai Zunousen', 'Kaguya-sama wa Kokurasetai: Ultra Romantic']","['Kaguya-sama wa Kokurasetai: Tensai-tachi no Renai Zunousen', 'Kaguya-sama wa Kokurasetai: Doujin-ban', 'Kaguya-sama wa Kokurasetai: Shuuchiin Gakuen Nanafushigi']",4761
391,391,"Nishikino, Maki","['Bokura no Live Kimi to no Life', 'Snow Halation', 'Natsu-iro Egao de 1, 2, Jump!']","['Love Live!', 'Love Live! School Idol Diary', 'Love Live! School Idol Diary']",4758
392,392,"Greyrat, Rudeus","['Mushoku Tensei: Isekai Ittara Honki Dasu', 'Mushoku Tensei: Isekai Ittara Honki Dasu Part 2']","['Mushoku Tensei: Isekai Ittara Honki Dasu', 'Mushoku Tensei: Isekai Ittara Honki Dasu']",4757
393,393,"Yuzaki, Tsukasa","['Tonikaku Kawaii', 'Tonikaku Kawaii: SNS', 'Tonikaku Kawaii: Kaisou']",['Tonikaku Kawaii'],4746
394,394,"Izumi, Shinichi",['Kiseijuu: Sei no Kakuritsu'],['Kiseijuu'],4730
395,395,Shanks,"['One Piece', 'One Piece Movie 4: Dead End no Bouken', 'One Piece Film: Strong World Episode 0']","['One Piece', 'One Piece Log Book Omake', 'One Piece: Strong World']",4722
396,396,Echidna,"['Re:Zero kara Hajimeru Isekai Seikatsu - Hyouketsu no Kizuna', 'Re:Zero kara Hajimeru Isekai Seikatsu 2nd Season', 'Re:Zero kara Hajimeru Isekai Seikatsu 2nd Season Part 2']","['Re:Zero kara Hajimeru Isekai Seikatsu', 'Re:Zero kara Hajimeru Isekai Seikatsu: Dai-4 Shou - Seiiki to Gouyoku no Majo']",4711
397,397,"Edogawa, Ranpo","['Bungou Stray Dogs', 'Bungou Stray Dogs 2nd Season', 'Bungou Stray Dogs: Hitori Ayumu']","['Bungou Stray Dogs', 'Bungou Stray Dogs Wan!', 'Bungou Stray Dogs']",4680
398,398,"Aznable, Char","['Mobile Suit Gundam', 'Mobile Suit Zeta Gundam', ""Mobile Suit Gundam: Char's Counterattack""]","['Kidou Senshi Gundam 0079', 'Kidou Senshi Gundam: The Origin', 'Kidou Senshi Gundam: C.D.A. - Wakaki Suisei no Shouzou']",4680
399,399,"Uryuu, Minene","['Mirai Nikki', 'Mirai Nikki (TV)', 'Mirai Nikki: Redial']","['Mirai Nikki: Mosaic', 'Mirai Nikki', 'Mirai Nikki: Paradox']",4676
400,400,"Tsukino, Usagi","['Bishoujo Senshi Sailor Moon', 'Bishoujo Senshi Sailor Moon R: The Movie', 'Bishoujo Senshi Sailor Moon S']","['Bishoujo Senshi Sailor Moon', 'Code Name wa Sailor V']",4666
401,401,"Shima, Rin","['Yuru Camp△', 'Yuru Camp△ Specials', 'Yuru Camp△ Season 2']",['Yuru Camp△'],4623
402,402,Madara,"['Natsume Yuujinchou', 'Zoku Natsume Yuujinchou', 'Natsume Yuujinchou San']",['Natsume Yuujinchou'],4612
403,403,"Mabuchi, Kou","['Ao Haru Ride', 'Ao Haru Ride OVA']","['Ao Haru Ride', 'Ao Haru Ride', 'Ore Ride!!']",4604
404,404,"Plisetsky, Yuri","['Yuri!!! on Ice', 'Yuri!!! on Ice: Yuri Plisetsky GPF in Barcelona EX - Welcome to The Madness']",[],4602
405,405,Hiei,"['Yuu☆Yuu☆Hakusho', 'Yuu☆Yuu☆Hakusho (Movie)', 'Yuu☆Yuu☆Hakusho: Meikai Shitou-hen - Honoo no Kizuna']",['Yuu☆Yuu☆Hakusho'],4598
406,406,"Albarn, Maka","['Soul Eater', 'Soul Eater: Late Night Show', 'Soul Eater NOT!']","['Soul Eater', 'Soul Eater NOT!']",4589
407,407,"Nanami, Chiaki","['Danganronpa 3: The End of Kibougamine Gakuen - Zetsubou-hen', 'Danganronpa 3: The End of Kibougamine Gakuen - Kibou-hen']","['Super Danganronpa 2: Nanami Chiaki no Sayonara Zetsubou Daibouken', 'Super Danganronpa 2: Sayonara Zetsubou Gakuen - 4-koma KINGS', 'Super Danganronpa 2: Dangan Island Kokoro Tokonatsu, Kokoronpa♪']",4562
408,408,"Fujiwara, Takumi","['Initial D Fourth Stage', 'Initial D First Stage', 'Initial D Second Stage']","['Initial D', 'MF Ghost']",4523
409,409,"Doma, Umaru","['Himouto! Umaru-chan', 'Himouto! Umaru-chan OVA', 'Himouto! Umaru-chanS']","['Himouto! Umaru-chan', ""Himouto! Umaru-chan'S"", 'Himouto! Umaru-chan G']",4506
410,410,"Sakagami, Tomoyo","['Clannad', 'Clannad: Mou Hitotsu no Sekai, Tomoyo-hen', 'Kaginado']","['Clannad', 'Clannad: Tomoyo After', 'Clannad 4-koma Manga Gekijyou']",4478
411,411,"Cranel, Bell","['Dungeon ni Deai wo Motomeru no wa Machigatteiru Darou ka', 'Dungeon ni Deai wo Motomeru no wa Machigatteiru Darou ka OVA', 'Dungeon ni Deai wo Motomeru no wa Machigatteiru Darou ka II']","['Dungeon ni Deai wo Motomeru no wa Machigatteiru Darou ka', 'Dungeon ni Deai wo Motomeru no wa Machigatteiru Darou ka', 'Dungeon ni Deai wo Motomeru no wa Machigatteiru Darou ka Gaiden: Sword Oratoria']",4467
412,412,"Isshiki, Iroha","['Yahari Ore no Seishun Love Comedy wa Machigatteiru. Zoku OVA', 'Yahari Ore no Seishun Love Comedy wa Machigatteiru. Kan', 'Yahari Ore no Seishun Love Comedy wa Machigatteiru. Zoku']","['Yahari Ore no Seishun Love Comedy wa Machigatteiru.: Monologue', 'Yahari Ore no Seishun Love Comedy wa Machigatteiru.']",4436
413,413,"Mogami, Kyouko",['Skip Beat!'],['Skip Beat!'],4433
414,414,"Ryuuguuji, Ken","['Tokyo Revengers', 'Chibi Revenger']",['Tokyo卍Revengers'],4413
415,415,"Itoshiki, Nozomu","['Sayonara Zetsubou Sensei', 'Zoku Sayonara Zetsubou Sensei', 'Sayonara Zetsubou Sensei Jo: Zetsubou Shoujo Senshuu']",['Sayonara Zetsubou Sensei'],4394
416,416,Kino,"['Kino no Tabi: The Beautiful World', 'Kino no Tabi: The Beautiful World - Nanika wo Suru Tame ni - Life Goes On.', 'Kino no Tabi: The Beautiful World - Byouki no Kuni - For You']","['Kino no Tabi: The Beautiful World', 'Gakuen Kino', 'Kino no Tabi: The Beautiful World']",4382
417,417,Emma,"['Yakusoku no Neverland', 'Yakusoku no Neverland 2nd Season', 'Yakusoku no Neverland 2nd Season: Michishirube']","['Yakusoku no Neverland', 'Oyakusoku no Neverland']",4367
418,418,"Zenin, Maki","['Jujutsu Kaisen 0 Movie', 'Jujutsu Kaisen (TV)']","['Jujutsu Kaisen 0: Tokyo Toritsu Jujutsu Koutou Senmon Gakkou', 'Jujutsu Kaisen']",4348
419,419,"Yao, Ling","['Fullmetal Alchemist: Brotherhood', 'Fullmetal Alchemist: Brotherhood - 4-Koma Theater']",['Fullmetal Alchemist'],4348
420,420,Kusuriuri,"['Ayakashi: Japanese Classic Horror', 'Mononoke']","['Mononoke', 'Mononoke: Umibouzu', 'Mononoke: Zashiki Warashi']",4303
421,421,Lavi,"['D.Gray-man', 'D.Gray-man Hallow']","['D.Gray-man', 'D.Gray-man: Reverse']",4293
422,422,"von Einzbern, Illyasviel","['Carnival Phantasm: Illya-jou', 'Fate/kaleid liner Prisma☆Illya', 'Fate/kaleid liner Prisma☆Illya: Undoukai de Dance!']","['Fate/stay night', 'Fate/kaleid liner Prisma☆Illya', 'Fate/kaleid liner Prisma☆Illya 2wei!']",4282
423,423,Undertaker,"['Kuroshitsuji', 'Kuroshitsuji II', 'Kuroshitsuji: Sono Shitsuji, Kougyou']","['Kuroshitsuji', 'Kuroshitsuji Anthology Comic: Nijishitsuji']",4266
424,424,"Toujou, Koneko","['High School DxD', 'High School DxD OVA', 'High School DxD Specials']","['High School DxD', 'High School DxD', 'High School DxD: Asia & Koneko no Himitsu no Keiyaku!?']",4242
425,425,"Miki, Sayaka","['Mahou Shoujo Madoka★Magica', 'Mahou Shoujo Madoka★Magica Movie 1: Hajimari no Monogatari', 'Mahou Shoujo Madoka★Magica Movie 3: Hangyaku no Monogatari']","['Mahou Shoujo Madoka★Magica', 'Mahou Shoujo Madoka★Magica', 'Mahou Shoujo Madoka★Magica: Anthology Comic']",4236
426,426,"Yabuki, Joe","['Ashita no Joe', 'Ashita no Joe (Movie)', 'Ashita no Joe 2']","['Ashita no Joe', 'Magazine Ohanami!!']",4226
427,427,Yukine,"['Noragami', 'Noragami OVA', 'Noragami Aragoto']","['Noragami', 'Noragami: Shuuishuu']",4209
428,428,Migi,['Kiseijuu: Sei no Kakuritsu'],['Kiseijuu'],4207
429,429,"Yatogami, Tooka","['Date A Live', 'Date A Live: Date to Date', 'Date A Live II']","['Date A Live', 'Date A Live', 'Date A Origami']",4196
430,430,Teresa,['Claymore'],['Claymore'],4155
431,431,"Kasumigaoka, Utaha","['Saenai Heroine no Sodatekata', 'Saenai Heroine no Sodatekata: Ai to Seishun no Service-kai', 'Saenai Heroine no Sodatekata ♭']","['Saenai Heroine no Sodatekata', 'Saenai Heroine no Sodatekata', 'Saenai Heroine no Sodatekata: Egoistic-Lily']",4139
432,432,"Kasuga, Ayumu","['Azumanga Daioh', 'Azumanga Daioh: Gekijou Tanpen', 'Azumanga Web Daioh']","['Azumanga Daioh', 'Azumanga Daioh: Hoshuu-hen']",4135
433,433,"Mayer, Re-l",['Ergo Proxy'],[],4115
434,434,"Hiruma, Youichi","['Eyeshield 21', 'Eyeshield 21: Maboroshi no Golden Bowl', 'Eyeshield 21: Jump Festa 2005 Special']","['Eyeshield 21', 'Jump Super Stars']",4095
435,435,"Sakamaki, Izayoi","['Mondaiji-tachi ga Isekai kara Kuru Sou Desu yo?', 'Mondaiji-tachi ga Isekai kara Kuru Sou Desu yo?: Onsen Manyuuki']","['Mondaiji-tachi ga Isekai kara Kuru Sou desu yo?', 'Mondaiji-tachi ga Isekai kara Kuru Sou desu yo?', 'Mondaiji-tachi ga Isekai kara Kuru Sou desu yo? Z']",4094
436,436,"Dian, Isaac","['Baccano!', 'Baccano! Specials', 'Durarara!!']",['Baccano!'],4083
437,437,Happy,"['Fairy Tail', 'Fairy Tail OVA', 'Fairy Tail Movie 1: Houou no Miko']","['Fairy Tail', 'Fairy Tail x Nanatsu no Taizai Christmas Special', 'Pray for Japan']",4078
438,438,"Satou, Mafuyu","['Given', 'Given Movie', 'Given: Uragawa no Sonzai']",['Given'],4076
439,439,Dabi,"['Boku no Hero Academia 2nd Season', 'Boku no Hero Academia 3rd Season', 'Boku no Hero Academia 4th Season']",['Boku no Hero Academia'],4065
440,440,"Wallenstein, Ais","['Dungeon ni Deai wo Motomeru no wa Machigatteiru Darou ka Gaiden: Sword Oratoria', 'Dungeon ni Deai wo Motomeru no wa Machigatteiru Darou ka', 'Dungeon ni Deai wo Motomeru no wa Machigatteiru Darou ka OVA']","['Dungeon ni Deai wo Motomeru no wa Machigatteiru Darou ka Gaiden: Sword Oratoria', 'Dungeon ni Deai wo Motomeru no wa Machigatteiru Darou ka Gaiden: Sword Oratoria', 'Dungeon ni Deai wo Motomeru no wa Machigatteiru Darou ka']",4065
441,441,"Shihouin, Yoruichi","['Bleach', 'Bleach: The Sealed Sword Frenzy', 'Bleach Movie 2: The DiamondDust Rebellion - Mou Hitotsu no Hyourinmaru']","['Bleach', 'Bleach: The Honey Dish Rhapsody', ""Bleach: Can't Fear Your Own World""]",4045
442,442,"Stanfield, Claire","['Baccano!', 'Baccano! Specials']","['Baccano!', 'Baccano! 1931 The Grand Punk Railroad', 'Baccano!']",4043
443,443,"Kotomine, Kirei","['Fate/Zero', 'Fate/Zero 2nd Season', 'Fate/Zero Remix']","['Fate/Zero', 'Fate/Zero', ""Fate/stay night: Heaven's Feel""]",4039
444,444,"Khun, Aguero Agnes",['Kami no Tou'],['Tower of God'],4006
445,445,"Foster, Isaac",['Satsuriku no Tenshi'],['Satsuriku no Tenshi'],3999
446,446,Kuro no Rider,"['Fate/Apocrypha', 'Fate/Grand Order', 'Manga de Wakaru! Fate/Grand Order']","['Fate/Grand Order: Epic of Remnant - Ashu Tokuiten II - Denshou Chitei Sekai Agartha - Agartha no Onna', 'Fate/Apocrypha', 'Manga de Wakaru! Fate/Grand Order']",3992
447,447,Dante,['Devil May Cry'],"['Devil May Cry 3', 'Devil May Cry', 'Devil May Cry 5: Visions of V']",3992
448,448,"Kamijou, Touma","['Toaru Majutsu no Index', 'Toaru Majutsu no Index-tan', 'Toaru Majutsu no Index II']","['Toaru Majutsu no Index', 'Toaru Majutsu no Index', 'Shinyaku Toaru Majutsu no Index']",3986
449,449,"Kuran, Kaname","['Vampire Knight', 'Vampire Knight: Guilty', 'Vampire Knight: Gekiai no Portrait']","['Vampire Knight', 'Vampire Knight: Ice Blue no Tsumi', 'Vampire Knight: Memories']",3985
450,450,"Sengoku, Nadeko","['Bakemonogatari', 'Monogatari Series: Second Season', 'Koyomi History']","['Monogatari Series: First Season', 'Monogatari Series: Second Season', 'Bakemonogatari Short Stories']",3975
451,451,"Hitachiin, Hikaru",['Ouran Koukou Host Club'],"['Ouran Koukou Host Club', 'Ouran Koukou Host Club', 'Ouran Koukou Host Club Short Special']",3973
452,452,Goblin Slayer,"['Goblin Slayer', 'Goblin Slayer: Bouken Kiroku Youshi - Adventure Sheet', ""Goblin Slayer: Goblin's Crown""]","['Goblin Slayer', 'Goblin Slayer', 'Goblin Slayer Gaiden: Year One']",3966
453,453,"Tsuyuri, Kanao",['Kimetsu no Yaiba'],['Kimetsu no Yaiba'],3963
454,454,"Milizé, Vladilena","['86', '86 Part 2']","['86', '86']",3953
455,455,"Kyan, Reki",['SK∞'],['SK∞: Chill Out!'],3944
456,456,"Kukumila, Kurena","['86', '86 Part 2']","['86', '86']",3922
457,457,"Shirayuki, Mizore","['Rosario to Vampire', 'Rosario to Vampire Capu2']","['Rosario to Vampire', 'Rosario to Vampire: Season II']",3905
458,458,"Kanoe, Yuuko","['Tasogare Otome x Amnesia', 'Tasogare Otome x Amnesia: Taima Otome']",['Tasogare Otome x Amnesia'],3896
459,459,"Koiwai, Yotsuba",[],"['Yotsuba to!', 'Try! Try! Try!', 'Try! Try! Try! Webcomics']",3896
460,460,"Kaga, Kouko",['Golden Time'],"['Golden Time', 'Golden Time']",3890
461,461,Kurama,"['Yuu☆Yuu☆Hakusho', 'Yuu☆Yuu☆Hakusho (Movie)', 'Yuu☆Yuu☆Hakusho: Meikai Shitou-hen - Honoo no Kizuna']",['Yuu☆Yuu☆Hakusho'],3890
462,462,"Hayakawa, Aki",['Chainsaw Man'],['Chainsaw Man'],3885
463,463,"Greyrat, Eris Boreas","['Mushoku Tensei: Isekai Ittara Honki Dasu', 'Mushoku Tensei: Isekai Ittara Honki Dasu Part 2']","['Mushoku Tensei: Isekai Ittara Honki Dasu', 'Mushoku Tensei: Isekai Ittara Honki Dasu']",3884
464,464,"Otosaka, Yuu","['Charlotte', 'Charlotte: Tsuyoimono-tachi']","['Charlotte the 4-koma: Seishun wo Kakenukero!', 'Charlotte']",3879
465,465,"Nanase, Haruka","['Free!', 'Free!: FrFr - Short Movie', 'Free!: Eternal Summer']","['High☆Speed!', 'High☆Speed!']",3874
466,466,"Polnareff, Jean-Pierre","['JoJo no Kimyou na Bouken: Adventure', 'JoJo no Kimyou na Bouken', 'JoJo no Kimyou na Bouken Part 3: Stardust Crusaders']","['JoJo no Kimyou na Bouken Part 3: Stardust Crusaders', 'JoJo no Kimyou na Bouken', 'JoJo no Kimyou na Bouken Part 5: Ougon no Kaze']",3846
467,467,"Tsukiyomi, Ikuto","['Shugo Chara!', 'Shugo Chara!! Doki', 'Shugo Chara! Party!']",['Shugo Chara!'],3822
468,468,"Kise, Ryouta","['Kuroko no Basket: Tip Off', 'Kuroko no Basket: Oshaberi Demo Shimasen ka', 'Kuroko no Basket: Saikou no Present Desu']","['Kuroko no Basket: Replace', 'Kuroko no Basket: Extra Game', 'Kuroko no Basket: Replace Plus']",3816
469,469,"Toogata, Mirio","['Boku no Hero Academia 3rd Season', 'Boku no Hero Academia 4th Season', 'Boku no Hero Academia 5th Season']",['Boku no Hero Academia'],3801
470,470,"Kushieda, Minori","['Toradora!', 'Toradora!: SOS! Kuishinbou Banbanzai', 'Toradora!: Bentou no Gokui']","['Toradora!', 'Toradora!', 'Toradora Spin-off!']",3792
471,471,Mine,"['Akame ga Kill!', 'AkaKill! Gekijou']","['Akame ga Kill!', 'Akame ga Kill! 1.5']",3789
472,472,"Ooe, Kintarou",['Golden Boy'],"['Golden Boy', 'Golden Boy II: Sasurai no Obenkyou Yarou Geinoukai Ooabare-hen']",3774
473,473,"Speedwagon, Robert E. O.","['JoJo no Kimyou na Bouken (TV)', 'JoJo no Kimyou na Bouken: Phantom Blood Pilot']","['JoJo no Kimyou na Bouken Part 1: Phantom Blood', 'JoJo no Kimyou na Bouken Part 2: Sentou Chouryuu']",3770
474,474,"Kaidou, Shun","['Saiki Kusuo no Ψ-nan', 'Saiki Kusuo no Ψ-nan 2', 'Saiki Kusuo no Ψ-nan: Kanketsu-hen']","['Saiki Kusuo no Ψ-nan', 'Chounouryokusha Saiki Kusuo no Ψ-nan 0']",3765
475,475,Twelve,['Zankyou no Terror'],[],3762
476,476,"Wei, Wuxian","['Mo Dao Zu Shi', 'Mo Dao Zu Shi: Xian Yun Pian', 'Mo Dao Zu Shi: Wanjie Pian']",['Mo Dao Zu Shi'],3753
477,477,"Yazawa, Niko","['Bokura no Live Kimi to no Life', 'Snow Halation', 'Natsu-iro Egao de 1, 2, Jump!']","['Love Live!', 'Love Live! School Idol Diary', 'Love Live! School Idol Diary']",3743
478,478,"Netero, Isaac","['Hunter x Hunter Movie 2: The Last Mission', 'Hunter x Hunter', 'Hunter x Hunter: Greed Island Final']",['Hunter x Hunter'],3735
479,479,"Kazami, Yuuji","['Grisaia no Kajitsu', 'Grisaia no Meikyuu: Caprice no Mayu 0', 'Grisaia no Rakuen']","['Grisaia no Kajitsu: Sanctuary Fellows', ""Grisaia no Kajitsu: L'Oiseau bleu"", 'Grisaia no Meikyuu: Sanctuary Fellows']",3727
480,480,"Armstrong, Alex Louis","['Fullmetal Alchemist', 'Fullmetal Alchemist: The Conqueror of Shamballa', 'Fullmetal Alchemist: Reflections']",['Fullmetal Alchemist'],3724
481,481,"Harvent, Miria","['Baccano!', 'Baccano! Specials', 'Durarara!!']",['Baccano!'],3723
482,482,"Oshino, Ougi","['Mahou Shoujo Madoka★Magica Movie 3: Hangyaku no Monogatari - Magica Quartet x Nisioisin', 'Owarimonogatari', 'Owarimonogatari 2nd Season']","['Monogatari Series: Final Season', 'Monogatari Series: Off Season', 'Monogatari Series: Second Season']",3720
483,483,Black☆Star,"['Soul Eater', 'Soul Eater NOT!']","['Soul Eater', 'Soul Eater NOT!']",3720
484,484,"Ichimaru, Gin","['Bleach', 'Bleach: The Sealed Sword Frenzy']","['Bleach Unmasked Short Stories', 'Bleach']",3700
485,485,"Tomoe, Mami","['Mahou Shoujo Madoka★Magica', 'Mahou Shoujo Madoka★Magica Movie 1: Hajimari no Monogatari', 'Mahou Shoujo Madoka★Magica Movie 3: Hangyaku no Monogatari']","['Mahou Shoujo Oriko★Magica', 'Mahou Shoujo Madoka★Magica', 'Mahou Shoujo Madoka★Magica']",3697
486,486,"Futaba, Rio","['Seishun Buta Yarou wa Bunny Girl Senpai no Yume wo Minai Picture Drama', 'Seishun Buta Yarou wa Bunny Girl Senpai no Yume wo Minai', 'Seishun Buta Yarou wa Yumemiru Shoujo no Yume wo Minai']","['Seishun Buta Yarou wa Logical Witch no Yume wo Minai', 'Seishun Buta Yarou Series', 'Seishun Buta Yarou wa Bunny Girl-senpai no Yume wo Minai']",3689
487,487,"Furuhashi, Fumino","['Bokutachi wa Benkyou ga Dekinai', 'Bokutachi wa Benkyou ga Dekinai: Nagisa ni Usemono Arite Senjin wa Enzen to [X] Suru', 'Bokutachi wa Benkyou ga Dekinai!']",['Bokutachi wa Benkyou ga Dekinai'],3684
488,488,"Akutagawa, Ryuunosuke","['Bungou Stray Dogs: Dead Apple', 'Bungou Stray Dogs Wan!', 'Bungou Stray Dogs']","['Bungou Stray Dogs', 'Bungou Stray Dogs', 'Bungou Stray Dogs Wan!']",3674
489,489,"James Moriarty, William","['Yuukoku no Moriarty', 'Yuukoku no Moriarty 2nd Season']",['Yuukoku no Moriarty'],3673
490,490,"Fujibayashi, Kyou","['Clannad', 'Clannad: After Story - Mou Hitotsu no Sekai, Kyou-hen', 'Kaginado']","['Clannad', 'Clannad 4-koma Manga Gekijyou', 'Clannad: Hikaru Mimamoru Sakamichi de']",3666
