no,rank,title,type,total_eps,show_time,member,score,link_page
3794,"
3794
",Xi You Ji,TV,52,1999 -,719,7.01,https://myanimelist.net/anime/32230/Xi_You_Ji
3795,"
3795
",A song for You! You? You!!,Music,1,Mar 2020 - Mar 2020,"1,435",7.01,https://myanimelist.net/anime/41319/A_song_for_You_You_You
3796,"
3796
",Acchi wa Kocchi,Movie,1,1961 - 1961,"7,782",7.01,https://myanimelist.net/anime/22419/Acchi_wa_Kocchi
3797,"
3797
",Area 88 (TV),TV,12,Jan 2004 - Mar 2004,"12,688",7.01,https://myanimelist.net/anime/284/Area_88_TV
3798,"
3798
",Arslan Senki (TV) Gaiden,OVA,2,May 2016 - Nov 2016,"19,493",7.01,https://myanimelist.net/anime/33254/Arslan_Senki_TV_Gaiden
3799,"
3799
",Baja no Studio,OVA,1,Oct 2017 - Oct 2017,"4,502",7.01,https://myanimelist.net/anime/35965/Baja_no_Studio
3800,"
3800
",Black Jack (TV): Hizouban Specials,Special,2,Jul 2006 - Jul 2006,"2,769",7.01,https://myanimelist.net/anime/4071/Black_Jack_TV__Hizouban_Specials
3801,"
3801
",Brave Witches: Petersburg Daisenryaku,Special,1,Aug 2017 - Aug 2017,"9,252",7.01,https://myanimelist.net/anime/34644/Brave_Witches__Petersburg_Daisenryaku
3802,"
3802
",Daisougen no Chiisana Tenshi: Bush Baby,TV,40,Jan 1992 - Dec 1992,"2,309",7.01,https://myanimelist.net/anime/2913/Daisougen_no_Chiisana_Tenshi__Bush_Baby
3803,"
3803
",Detective Conan OVA 12: The Miracle of Excalibur,OVA,1,May 2012 - May 2012,"9,958",7.01,https://myanimelist.net/anime/13839/Detective_Conan_OVA_12__The_Miracle_of_Excalibur
3804,"
3804
",Doraemon Movie 20: Nobita no Uchuu Hyouryuuki,Movie,1,Mar 1999 - Mar 1999,"3,936",7.01,https://myanimelist.net/anime/2668/Doraemon_Movie_20__Nobita_no_Uchuu_Hyouryuuki
3805,"
3805
",Doraemon: Doraemon Comes Back,Special,1,Jan 1981 - Jan 1981,"2,444",7.01,https://myanimelist.net/anime/2634/Doraemon__Doraemon_Comes_Back
3806,"
3806
",Eine Kleine,Music,1,Apr 2014 - Apr 2014,"1,859",7.01,https://myanimelist.net/anime/30907/Eine_Kleine
3807,"
3807
",Elf wo Karu Mono-tachi,TV,12,Oct 1996 - Dec 1996,"23,046",7.01,https://myanimelist.net/anime/1045/Elf_wo_Karu_Mono-tachi
3808,"
3808
",Feng Ling Yu Xiu,ONA,12,Mar 2017 - Feb 2021,"1,828",7.01,https://myanimelist.net/anime/36184/Feng_Ling_Yu_Xiu
3809,"
3809
",Fw:Hamatora,Movie,1,Nov 2015 - Nov 2015,"8,306",7.01,https://myanimelist.net/anime/30290/Fw_Hamatora
3810,"
3810
",Gakuen Senki Muryou,TV,26,May 2001 - Dec 2001,"6,463",7.01,https://myanimelist.net/anime/1179/Gakuen_Senki_Muryou
3811,"
3811
",Gantz,TV,13,Apr 2004 - Jun 2004,"319,420",7.01,https://myanimelist.net/anime/384/Gantz
3812,"
3812
",Gleipnir,TV,13,Apr 2020 - Jun 2020,"376,355",7.01,https://myanimelist.net/anime/39463/Gleipnir
3813,"
3813
",Halo Legends,ONA,8,Nov 2009 - Feb 2010,"37,526",7.01,https://myanimelist.net/anime/6867/Halo_Legends
3814,"
3814
",Hitsugi no Chaika OVA,OVA,1,Mar 2015 - Mar 2015,"38,354",7.01,https://myanimelist.net/anime/24261/Hitsugi_no_Chaika_OVA
3815,"
3815
",Kamen no Maid Guy,TV,12,Apr 2008 - Jun 2008,"38,498",7.01,https://myanimelist.net/anime/3616/Kamen_no_Maid_Guy
3816,"
3816
",Kokkoku,TV,12,Jan 2018 - Mar 2018,"161,476",7.01,https://myanimelist.net/anime/36548/Kokkoku
3817,"
3817
",Kyoto Animation: Suiei-hen,Special,1,Mar 2013 - Mar 2013,"13,197",7.01,https://myanimelist.net/anime/17819/Kyoto_Animation__Suiei-hen
3818,"
3818
",Kyoushoku Soukou Guyver II,OVA,6,Oct 1991 - Aug 1992,"7,605",7.01,https://myanimelist.net/anime/1336/Kyoushoku_Soukou_Guyver_II
3819,"
3819
",Biohazard: Degeneration,Movie,1,Oct 2008 - Oct 2008,"33,155",7.00,https://myanimelist.net/anime/3446/Biohazard__Degeneration
3820,"
3820
",Biohazard: Vendetta,Movie,1,May 2017 - May 2017,"18,381",7.00,https://myanimelist.net/anime/31853/Biohazard__Vendetta
3821,"
3821
",Classroom☆Crisis,TV,13,Jul 2015 - Sep 2015,"112,459",7.00,https://myanimelist.net/anime/30383/Classroom☆Crisis
3822,"
3822
",Densetsu Kyojin Ideon,TV,39,May 1980 - Jan 1981,"13,497",7.00,https://myanimelist.net/anime/930/Densetsu_Kyojin_Ideon
3823,"
3823
",Doraemon Movie 04: Nobita no Kaitei Kiganjou,Movie,1,Mar 1983 - Mar 1983,"4,291",7.00,https://myanimelist.net/anime/2667/Doraemon_Movie_04__Nobita_no_Kaitei_Kiganjou
3824,"
3824
",Doraemon Movie 35: Nobita no Space Heroes,Movie,1,Mar 2015 - Mar 2015,"3,623",7.00,https://myanimelist.net/anime/25383/Doraemon_Movie_35__Nobita_no_Space_Heroes
3825,"
3825
",Dragon League,TV,39,May 1993 - Mar 1994,"1,480",7.00,https://myanimelist.net/anime/5197/Dragon_League
3826,"
3826
",Fate/kaleid liner Prisma☆Illya 2wei!: Mahou Shoujo in Onsen Ryokou,OVA,1,Jul 2015 - Jul 2015,"36,411",7.00,https://myanimelist.net/anime/26057/Fate_kaleid_liner_Prisma☆Illya_2wei__Mahou_Shoujo_in_Onsen_Ryokou
3827,"
3827
",Gatchaman Crowds: Insight - Inbound,ONA,1,Jun 2015 - Jun 2015,"23,768",7.00,https://myanimelist.net/anime/30925/Gatchaman_Crowds__Insight_-_Inbound
3828,"
3828
",Girls & Panzer: Fushou Akiyama Yukari no Sensha Kouza,Special,6,Dec 2012 - Jun 2013,"11,662",7.00,https://myanimelist.net/anime/18343/Girls___Panzer__Fushou_Akiyama_Yukari_no_Sensha_Kouza
3829,"
3829
",Hakuouki OVA (2021),OVA,3,Nov 2021 - Jan 2022,"4,032",7.00,https://myanimelist.net/anime/49338/Hakuouki_OVA_2021
3830,"
3830
",Himouto! Umaru-chanS,Special,12,Sep 2015 - Feb 2016,"67,852",7.00,https://myanimelist.net/anime/31234/Himouto_Umaru-chanS
3831,"
3831
",Kaibutsu Oujo,TV,25,Apr 2007 - Sep 2007,"73,001",7.00,https://myanimelist.net/anime/2130/Kaibutsu_Oujo
3832,"
3832
",Kirakira☆Precure A La Mode,TV,49,Feb 2017 - Jan 2018,"9,668",7.00,https://myanimelist.net/anime/34290/Kirakira☆Precure_A_La_Mode
3833,"
3833
","Kono Danshi, Mahou ga Oshigoto Desu.",TV,4,Feb 2016 - Feb 2016,"25,128",7.00,https://myanimelist.net/anime/31815/Kono_Danshi_Mahou_ga_Oshigoto_Desu
3834,"
3834
",Kuutei Dragons,TV,12,Jan 2020 - Mar 2020,"36,686",7.00,https://myanimelist.net/anime/39531/Kuutei_Dragons
3835,"
3835
",Mewkledreamy,TV,48,Apr 2020 - Apr 2021,"5,842",7.00,https://myanimelist.net/anime/40327/Mewkledreamy
3836,"
3836
",Murder Princess,OVA,6,Mar 2007 - Aug 2007,"53,935",7.00,https://myanimelist.net/anime/1696/Murder_Princess
3837,"
3837
",Nijiiro Hotaru: Eien no Natsuyasumi,Movie,1,May 2012 - May 2012,"6,413",7.00,https://myanimelist.net/anime/6219/Nijiiro_Hotaru__Eien_no_Natsuyasumi
3838,"
3838
",Paulette no Isu,ONA,1,Mar 2014 - Mar 2014,"9,350",7.00,https://myanimelist.net/anime/23285/Paulette_no_Isu
3839,"
3839
",Princess Princess,TV,12,Apr 2006 - Jun 2006,"59,452",7.00,https://myanimelist.net/anime/907/Princess_Princess
3840,"
3840
",Saga Incident,Music,1,Nov 2019 - Nov 2019,"4,802",7.00,https://myanimelist.net/anime/40630/Saga_Incident
3841,"
3841
",Sakura Nagashi,Music,1,Sep 2016 - Sep 2016,"5,624",7.00,https://myanimelist.net/anime/34085/Sakura_Nagashi
3842,"
3842
",Seto no Hanayome Fan Disc,Special,2,Sep 2008 - Sep 2008,"7,756",7.00,https://myanimelist.net/anime/5199/Seto_no_Hanayome_Fan_Disc
3843,"
3843
",Shin Koihime†Musou: Otome Tairan,TV,12,Mar 2010 - Jun 2010,"19,090",7.00,https://myanimelist.net/anime/8057/Shin_Koihime†Musou__Otome_Tairan
3844,"
3844
",Sirius,TV,12,Jul 2018 - Sep 2018,"209,634",7.00,https://myanimelist.net/anime/37569/Sirius
3845,"
3845
","Slime Taoshite 300-nen, Shiranai Uchi ni Level Max ni Nattemashita",TV,12,Apr 2021 - Jun 2021,"259,556",7.00,https://myanimelist.net/anime/40586/Slime_Taoshite_300-nen_Shiranai_Uchi_ni_Level_Max_ni_Nattemashita
3846,"
3846
",Sora wo Kakeru Shoujo,TV,26,Jan 2009 - Jun 2009,"23,882",7.00,https://myanimelist.net/anime/5307/Sora_wo_Kakeru_Shoujo
3847,"
3847
",Strike the Blood IV,OVA,12,Apr 2020 - Jun 2021,"64,310",7.00,https://myanimelist.net/anime/40485/Strike_the_Blood_IV
3848,"
3848
",Thermae Romae,TV,3,Jan 2012 - Jan 2012,"22,149",7.00,https://myanimelist.net/anime/12321/Thermae_Romae
3849,"
3849
",Tokyo 24-ku,TV,12,Jan 2022 -,"36,544",7.00,https://myanimelist.net/anime/50204/Tokyo_24-ku
3850,"
3850
",Toriko: Jump Super Anime Tour 2009 Special,Special,1,Oct 2009 - Oct 2009,"7,352",7.00,https://myanimelist.net/anime/6941/Toriko__Jump_Super_Anime_Tour_2009_Special
3851,"
3851
",Wan Jie Shen Zhu,ONA,60,Feb 2019 - Aug 2019,"1,958",7.00,https://myanimelist.net/anime/39191/Wan_Jie_Shen_Zhu
3852,"
3852
",Yuan Long 2nd Season,ONA,16,Jul 2021 - Oct 2021,"1,298",7.00,https://myanimelist.net/anime/44071/Yuan_Long_2nd_Season
3853,"
3853
",Munto: Toki no Kabe wo Koete,OVA,1,Apr 2005 - Apr 2005,"11,358",6.99,https://myanimelist.net/anime/1135/Munto__Toki_no_Kabe_wo_Koete
3854,"
3854
",Nana Recaps,Special,3,Jun 2006 - Jan 2007,"16,658",6.99,https://myanimelist.net/anime/1869/Nana_Recaps
3855,"
3855
",Pig: Oka no Ue no Dam Keeper,ONA,10,Aug 2017 - Oct 2017,758,6.99,https://myanimelist.net/anime/34346/Pig__Oka_no_Ue_no_Dam_Keeper
3856,"
3856
",Popolocrois Monogatari,TV,25,Oct 1998 - Mar 1999,"2,824",6.99,https://myanimelist.net/anime/4191/Popolocrois_Monogatari
3857,"
3857
",Red Shoes,Movie,1,Jul 2019 - Jul 2019,424,6.99,https://myanimelist.net/anime/48305/Red_Shoes
3858,"
3858
",Sakura Trick,TV,12,Jan 2014 - Mar 2014,"234,030",6.99,https://myanimelist.net/anime/20047/Sakura_Trick
3859,"
3859
",Supernatural The Animation,OVA,22,Feb 2011 - Apr 2011,"29,325",6.99,https://myanimelist.net/anime/8986/Supernatural_The_Animation
3860,"
3860
","Watashi ga Motenai no wa Dou Kangaetemo Omaera ga Warui!: Motenaishi, Nazomeite Miru",OVA,1,Oct 2014 - Oct 2014,"79,845",6.99,https://myanimelist.net/anime/20449/Watashi_ga_Motenai_no_wa_Dou_Kangaetemo_Omaera_ga_Warui__Motenaishi_Nazomeite_Miru
3861,"
3861
",Ze Tian Ji 2nd Season,ONA,12,Jul 2016 - Oct 2016,"2,834",6.99,https://myanimelist.net/anime/37184/Ze_Tian_Ji_2nd_Season
3862,"
3862
",Aikatsu on Parade!,TV,25,Oct 2019 - Mar 2020,"4,562",6.99,https://myanimelist.net/anime/40266/Aikatsu_on_Parade
3863,"
3863
",Air Master,TV,27,Apr 2003 - Oct 2003,"35,263",6.99,https://myanimelist.net/anime/230/Air_Master
3864,"
3864
",Appleseed Alpha,Movie,1,Jan 2015 - Jan 2015,"16,797",6.99,https://myanimelist.net/anime/22677/Appleseed_Alpha
3865,"
3865
",Astro Boy: Tetsuwan Atom,TV,50,Apr 2003 - Mar 2004,"20,050",6.99,https://myanimelist.net/anime/971/Astro_Boy__Tetsuwan_Atom
3866,"
3866
",Baka to Test to Shoukanjuu: Matsuri - Sentakushi Ikou nomi,Special,6,Feb 2011 - Mar 2011,"12,084",6.99,https://myanimelist.net/anime/31298/Baka_to_Test_to_Shoukanjuu__Matsuri_-_Sentakushi_Ikou_nomi
3867,"
3867
",Bakuman. 3rd Season Specials,Special,2,Jun 2013 - Aug 2013,"15,333",6.99,https://myanimelist.net/anime/23361/Bakuman_3rd_Season_Specials
3868,"
3868
",Danball Senki,TV,44,Mar 2011 - Jan 2012,"8,524",6.99,https://myanimelist.net/anime/7081/Danball_Senki
3869,"
3869
",Detective Conan: Happy New Year Special,Special,1,Jan 2015 - Jan 2015,"3,669",6.99,https://myanimelist.net/anime/29437/Detective_Conan__Happy_New_Year_Special
3870,"
3870
",Dr. Slump,TV,74,Nov 1997 - Sep 1999,"16,074",6.99,https://myanimelist.net/anime/3312/Dr_Slump
3871,"
3871
",Fushigi Mahou Fun Fun Pharmacy,TV,48,Feb 1998 - Feb 1999,"2,527",6.99,https://myanimelist.net/anime/8503/Fushigi_Mahou_Fun_Fun_Pharmacy
3872,"
3872
",Geragera Boes Monogatari,TV,52,Apr 1987 - Mar 1988,"1,531",6.99,https://myanimelist.net/anime/2815/Geragera_Boes_Monogatari
3873,"
3873
",Gunslinger Girl: Il Teatrino OVA,OVA,2,Oct 2008 - Oct 2008,"21,910",6.99,https://myanimelist.net/anime/4765/Gunslinger_Girl__Il_Teatrino_OVA
3874,"
3874
",Hakumei no Tsubasa: Expansion - Hoshi no Matsuri,ONA,1,Nov 2020 - Nov 2020,"4,744",6.99,https://myanimelist.net/anime/43568/Hakumei_no_Tsubasa__Expansion_-_Hoshi_no_Matsuri
3875,"
3875
",Hime Chen! Otogi Chikku Idol Lilpri,TV,51,Apr 2010 - Mar 2011,"9,376",6.99,https://myanimelist.net/anime/8206/Hime_Chen_Otogi_Chikku_Idol_Lilpri
3876,"
3876
",Kachou Ouji,TV,13,Jul 1999 - Oct 1999,"27,787",6.99,https://myanimelist.net/anime/1025/Kachou_Ouji
3877,"
3877
",Kaibutsu Oujo: Konsui Oujo,Special,1,Feb 2008 - Feb 2008,"10,827",6.99,https://myanimelist.net/anime/4082/Kaibutsu_Oujo__Konsui_Oujo
3878,"
3878
",Koutetsu Jeeg,TV,46,Oct 1975 - Aug 1976,"2,799",6.99,https://myanimelist.net/anime/4198/Koutetsu_Jeeg
3879,"
3879
",Lupin III: Sweet Lost Night - Mahou no Lamp wa Akumu no Yokan,Special,1,Jul 2008 - Jul 2008,"4,776",6.99,https://myanimelist.net/anime/5019/Lupin_III__Sweet_Lost_Night_-_Mahou_no_Lamp_wa_Akumu_no_Yokan
3880,"
3880
",Meiji Tokyo Renka,TV,12,Jan 2019 - Mar 2019,"42,640",6.99,https://myanimelist.net/anime/34209/Meiji_Tokyo_Renka
3881,"
3881
",Ace wo Nerae! 2,OVA,13,Jul 1988 - Oct 1988,"2,462",6.98,https://myanimelist.net/anime/314/Ace_wo_Nerae_2
3882,"
3882
",Aki no Kanade,Movie,1,Mar 2015 - Mar 2015,"20,404",6.98,https://myanimelist.net/anime/29513/Aki_no_Kanade
3883,"
3883
",Bessatsu Olympia Kyklos,TV,24,Apr 2020 - Nov 2020,"15,151",6.98,https://myanimelist.net/anime/41266/Bessatsu_Olympia_Kyklos
3884,"
3884
",Bleach: The Sealed Sword Frenzy,Special,1,Mar 2006 - Mar 2006,"105,410",6.98,https://myanimelist.net/anime/834/Bleach__The_Sealed_Sword_Frenzy
3885,"
3885
",Campione!: Matsurowanu Kamigami to Kamigoroshi no Maou,TV,13,Jul 2012 - Sep 2012,"344,104",6.98,https://myanimelist.net/anime/12293/Campione__Matsurowanu_Kamigami_to_Kamigoroshi_no_Maou
3886,"
3886
",Chobits: Chibits,Special,1,Jun 2003 - Jun 2003,"44,521",6.98,https://myanimelist.net/anime/596/Chobits__Chibits
3887,"
3887
",Crayon Shin-chan Movie 23: Ora no Hikkoshi Monogatari - Saboten Daisuugeki,Movie,1,Apr 2015 - Apr 2015,"3,383",6.98,https://myanimelist.net/anime/27653/Crayon_Shin-chan_Movie_23__Ora_no_Hikkoshi_Monogatari_-_Saboten_Daisuugeki
3888,"
3888
",Doraemon Movie 16: Nobita no Sousei Nikki,Movie,1,Mar 1995 - Mar 1995,"3,588",6.98,https://myanimelist.net/anime/2674/Doraemon_Movie_16__Nobita_no_Sousei_Nikki
3889,"
3889
",Fukumenkei Noise,TV,12,Apr 2017 - Jun 2017,"105,058",6.98,https://myanimelist.net/anime/33203/Fukumenkei_Noise
3890,"
3890
",Full Metal Panic! Movie 3: Into the Blue,Movie,1,Jan 2018 - Jan 2018,"5,627",6.98,https://myanimelist.net/anime/36344/Full_Metal_Panic_Movie_3__Into_the_Blue
3891,"
3891
",Furusato Saisei: Nippon no Mukashibanashi,TV,258,Apr 2012 - Mar 2017,"10,084",6.98,https://myanimelist.net/anime/13163/Furusato_Saisei__Nippon_no_Mukashibanashi
3892,"
3892
",Hidamari no Ki,TV,25,Apr 2000 - Sep 2000,"2,717",6.98,https://myanimelist.net/anime/2694/Hidamari_no_Ki
3893,"
3893
",Hinamatsuri,OVA,1,1993 - 1993,"1,592",6.98,https://myanimelist.net/anime/35102/Hinamatsuri
3894,"
3894
",Jinzou Ningen Kikaider The Animation,TV,13,Oct 2000 - Jan 2001,"8,842",6.98,https://myanimelist.net/anime/598/Jinzou_Ningen_Kikaider_The_Animation
3895,"
3895
",Keppeki Danshi! Aoyama-kun,TV,12,Jul 2017 - Sep 2017,"159,109",6.98,https://myanimelist.net/anime/34825/Keppeki_Danshi_Aoyama-kun
3896,"
3896
",Kill Me Baby: Butsuzou Kegatte Nise Halloween,OVA,1,Oct 2013 - Oct 2013,"13,023",6.98,https://myanimelist.net/anime/20039/Kill_Me_Baby__Butsuzou_Kegatte_Nise_Halloween
3897,"
3897
",Kuruneko 2nd Season,TV,50,Jul 2010 - Jul 2011,"1,293",6.98,https://myanimelist.net/anime/9013/Kuruneko_2nd_Season
3898,"
3898
",Kyuuketsuhime Miyu,OVA,4,Jul 1988 - Apr 1989,"18,820",6.98,https://myanimelist.net/anime/1384/Kyuuketsuhime_Miyu
3899,"
3899
",Leo,Music,1,Feb 2020 - Feb 2020,803,6.98,https://myanimelist.net/anime/43522/Leo
3900,"
3900
",Lupin III: Seven Days Rhapsody,Special,1,Sep 2006 - Sep 2006,"4,859",6.98,https://myanimelist.net/anime/4851/Lupin_III__Seven_Days_Rhapsody
3901,"
3901
",Masuda Kousuke Gekijou Gag Manga Biyori +,TV,12,Jan 2010 - Jun 2010,"2,205",6.98,https://myanimelist.net/anime/7761/Masuda_Kousuke_Gekijou_Gag_Manga_Biyori__
3902,"
3902
",Negima!?,TV,26,Oct 2006 - Mar 2007,"85,179",6.98,https://myanimelist.net/anime/1546/Negima
3903,"
3903
",Ore no Imouto ga Konnani Kawaii Wake ga Nai.,TV,13,Apr 2013 - Jun 2013,"394,171",6.98,https://myanimelist.net/anime/13659/Ore_no_Imouto_ga_Konnani_Kawaii_Wake_ga_Nai
3904,"
3904
",Ore no Kanojo to Osananajimi ga Shuraba Sugiru,TV,13,Jan 2013 - Mar 2013,"476,359",6.98,https://myanimelist.net/anime/14749/Ore_no_Kanojo_to_Osananajimi_ga_Shuraba_Sugiru
3905,"
3905
",Orenchi no Furo Jijou,TV,13,Oct 2014 - Dec 2014,"98,748",6.98,https://myanimelist.net/anime/24211/Orenchi_no_Furo_Jijou
3906,"
3906
",Overlord: Ple Ple Pleiades,Special,8,Sep 2015 - Feb 2016,"69,695",6.98,https://myanimelist.net/anime/31138/Overlord__Ple_Ple_Pleiades
3907,"
3907
",Renkin San-kyuu Magical? Pokaan,TV,12,Apr 2006 - Jun 2006,"29,333",6.98,https://myanimelist.net/anime/941/Renkin_San-kyuu_Magical_Pokaan
3908,"
3908
","Shin no Nakama ja Nai to Yuusha no Party wo Oidasareta node, Henkyou de Slow Life suru Koto ni Shimashita",TV,13,Oct 2021 - Dec 2021,"187,111",6.98,https://myanimelist.net/anime/44037/Shin_no_Nakama_ja_Nai_to_Yuusha_no_Party_wo_Oidasareta_node_Henkyou_de_Slow_Life_suru_Koto_ni_Shimashita
3909,"
3909
",Shin Tennis no Ouji-sama: Hyoutei vs. Rikkai - Game of Future,ONA,2,Feb 2021 - Apr 2021,"2,110",6.98,https://myanimelist.net/anime/41842/Shin_Tennis_no_Ouji-sama__Hyoutei_vs_Rikkai_-_Game_of_Future
3910,"
3910
",SKET Dance: Tettei Bunseki Special,Special,1,May 2011 - May 2011,"5,112",6.98,https://myanimelist.net/anime/10775/SKET_Dance__Tettei_Bunseki_Special
3911,"
3911
",Tezuka Osamu no Buddha: Akai Sabaku yo! Utsukushiku,Movie,1,May 2011 - May 2011,"8,321",6.98,https://myanimelist.net/anime/7014/Tezuka_Osamu_no_Buddha__Akai_Sabaku_yo_Utsukushiku
3912,"
3912
","Wake Up, Girls!",TV,12,Jan 2014 - Mar 2014,"49,890",6.98,https://myanimelist.net/anime/19023/Wake_Up_Girls
3913,"
3913
",Yuki no Joou (TV),TV,36,May 2005 - Feb 2006,"3,890",6.98,https://myanimelist.net/anime/754/Yuki_no_Joou_TV
3914,"
3914
",Naruto Soyokazeden Movie: Naruto to Mashin to Mitsu no Onegai Dattebayo!!,Movie,1,Jul 2010 - Jul 2010,"46,708",6.97,https://myanimelist.net/anime/10659/Naruto_Soyokazeden_Movie__Naruto_to_Mashin_to_Mitsu_no_Onegai_Dattebayo
3915,"
3915
",Project ARMS,TV,26,Apr 2001 - Sep 2001,"12,119",6.97,https://myanimelist.net/anime/1492/Project_ARMS
3916,"
3916
",Rinne no Lagrange Season 2,TV,12,Jul 2012 - Sep 2012,"26,701",6.97,https://myanimelist.net/anime/12281/Rinne_no_Lagrange_Season_2
3917,"
3917
",Ro-Kyu-Bu!: Tomoka no Ichigo Sundae,OVA,1,Jun 2013 - Jun 2013,"16,148",6.97,https://myanimelist.net/anime/15807/Ro-Kyu-Bu__Tomoka_no_Ichigo_Sundae
3918,"
3918
",SF Saiyuuki Starzinger,TV,73,Apr 1978 - Aug 1979,"2,322",6.97,https://myanimelist.net/anime/1236/SF_Saiyuuki_Starzinger
3919,"
3919
","Shikabane Hime: Kuro – Soredemo, Hito to Shite",Special,1,Aug 2009 - Aug 2009,"14,286",6.97,https://myanimelist.net/anime/6344/Shikabane_Hime__Kuro_–_Soredemo_Hito_to_Shite
3920,"
3920
",Shippuu! Iron Leaguer,TV,52,Apr 1993 - Mar 1994,"1,191",6.97,https://myanimelist.net/anime/2758/Shippuu_Iron_Leaguer
3921,"
3921
",Show By Rock!! Mashumairesh!!,TV,12,Jan 2020 - Mar 2020,"12,415",6.97,https://myanimelist.net/anime/40763/Show_By_Rock_Mashumairesh
3922,"
3922
",Starmyu in Halloween,OVA,1,Oct 2018 - Oct 2018,"3,215",6.97,https://myanimelist.net/anime/36537/Starmyu_in_Halloween
3923,"
3923
",Starship Operators,TV,13,Jan 2005 - Mar 2005,"14,272",6.97,https://myanimelist.net/anime/342/Starship_Operators
3924,"
3924
",Strike Witches,TV,12,Jul 2008 - Sep 2008,"156,961",6.97,https://myanimelist.net/anime/3667/Strike_Witches
3925,"
3925
",Tantei Opera Milky Holmes: Summer Special,Special,1,Aug 2011 - Aug 2011,"6,725",6.97,https://myanimelist.net/anime/10923/Tantei_Opera_Milky_Holmes__Summer_Special
3926,"
3926
",To Be Hero,TV,12,Oct 2016 - Dec 2016,"55,666",6.97,https://myanimelist.net/anime/34009/To_Be_Hero
3927,"
3927
",Tottoko Hamtarou,TV,296,Jul 2000 - Mar 2006,"52,040",6.97,https://myanimelist.net/anime/508/Tottoko_Hamtarou
3928,"
3928
",Yume ga Sameru made,ONA,1,Jul 2017 - Jul 2017,"5,764",6.97,https://myanimelist.net/anime/35932/Yume_ga_Sameru_made
3929,"
3929
",Animal Yokochou,TV,51,Oct 2005 - Sep 2006,"2,552",6.97,https://myanimelist.net/anime/280/Animal_Yokochou
3930,"
3930
",Bakusou Kyoudai Let's & Go WGP,TV,51,Jan 1997 - Dec 1997,"5,390",6.97,https://myanimelist.net/anime/2706/Bakusou_Kyoudai_Lets___Go_WGP
3931,"
3931
",BanG Dream!,TV,13,Jan 2017 - Apr 2017,"75,244",6.97,https://myanimelist.net/anime/33573/BanG_Dream
3932,"
3932
",Chou Mashin Eiyuuden Wataru,TV,51,Oct 1997 - Sep 1998,"1,542",6.97,https://myanimelist.net/anime/3432/Chou_Mashin_Eiyuuden_Wataru
3933,"
3933
",Crayon Shin-chan Movie 02: Buriburi Oukoku no Hihou,Movie,1,Apr 1994 - Apr 1994,"7,059",6.97,https://myanimelist.net/anime/3745/Crayon_Shin-chan_Movie_02__Buriburi_Oukoku_no_Hihou
3934,"
3934
",Crayon Shin-chan Movie 06: Dengeki! Buta no Hizume Daisakusen,Movie,1,Apr 1998 - Apr 1998,"3,720",6.97,https://myanimelist.net/anime/8360/Crayon_Shin-chan_Movie_06__Dengeki_Buta_no_Hizume_Daisakusen
3935,"
3935
",D.C.S.S: Da Capo Second Season,TV,26,Jul 2005 - Dec 2005,"31,910",6.97,https://myanimelist.net/anime/291/DCSS__Da_Capo_Second_Season
3936,"
3936
",Digimon Tamers: Boukensha-tachi no Tatakai,Movie,1,Jul 2001 - Jul 2001,"19,965",6.97,https://myanimelist.net/anime/3032/Digimon_Tamers__Boukensha-tachi_no_Tatakai
3937,"
3937
",Doraemon Movie 08: Nobita to Ryuu no Kishi,Movie,1,Mar 1987 - Mar 1987,"4,118",6.97,https://myanimelist.net/anime/2657/Doraemon_Movie_08__Nobita_to_Ryuu_no_Kishi
3938,"
3938
",Egomama,Music,1,Dec 2011 - Dec 2011,"2,505",6.97,https://myanimelist.net/anime/12623/Egomama
3939,"
3939
",Hoshi wo Katta Hi,Movie,1,Jan 2006 - Jan 2006,"6,964",6.97,https://myanimelist.net/anime/6463/Hoshi_wo_Katta_Hi
3940,"
3940
",Kiddy Grade: Ignition,Movie,1,Apr 2007 - Apr 2007,"4,600",6.97,https://myanimelist.net/anime/2176/Kiddy_Grade__Ignition
3941,"
3941
",Kinnikuman II Sei: Ultimate Muscle 2,TV,13,Jan 2006 - Mar 2006,"5,842",6.97,https://myanimelist.net/anime/5968/Kinnikuman_II_Sei__Ultimate_Muscle_2
3942,"
3942
",Kishin Douji Zenki,TV,51,Jan 1995 - Dec 1995,"12,292",6.97,https://myanimelist.net/anime/1573/Kishin_Douji_Zenki
3943,"
3943
",Love Live! School Idol Project Recap,Special,1,Dec 2013 - Dec 2013,"8,627",6.97,https://myanimelist.net/anime/21853/Love_Live_School_Idol_Project_Recap
3944,"
3944
",Lupin III: Lupin vs. Fukusei-ningen,Movie,1,Dec 1978 - Dec 1978,"11,557",6.97,https://myanimelist.net/anime/1435/Lupin_III__Lupin_vs_Fukusei-ningen
3945,"
3945
",Mahou Shoujo Ikusei Keikaku,TV,12,Oct 2016 - Dec 2016,"141,659",6.97,https://myanimelist.net/anime/33003/Mahou_Shoujo_Ikusei_Keikaku
3946,"
3946
",Maiko-san Chi no Makanai-san,TV,12,Feb 2021 - Jan 2022,"13,171",6.97,https://myanimelist.net/anime/41556/Maiko-san_Chi_no_Makanai-san
3947,"
3947
",Maria†Holic Alive,TV,12,Apr 2011 - Jun 2011,"60,286",6.97,https://myanimelist.net/anime/9712/Maria†Holic_Alive
